idx,true_label,pred_label,confidence,word_count,text
5645,positive,negative,0.2113,54,tired people judging film historical accuracy movie people writer director supposed put spin story number movie entirely accurate history braveheart wyatt earp gang new york geronimo american legend last mohican fantastic film mildly inaccurate historically want see great actor best suggest see film
5672,positive,negative,0.3951,81,amazed review looked nobody seems noticed one main point film least saw seems like one big homosexual fantasy camp clothing glorified nude ferdinand definite sexual tension ariel prospero final climax group men tight sailor suit dancing hornpipe whole approach get used provides sort fantastic scene 
5673,positive,negative,0.4898,203,gave nine star instead ten really approve pornography much pornography useful purpose society can't say always think one probably personal viewpoint set aside really thought film pretty funny buy movie pornography bought one 'alice' obsessive watch anything 'alice wonderland' every version dvd obvio
5681,positive,negative,0.367,54,massive fan jet best action film star alive consequently film rocked saw video store mainstream section mainstream video store didnt register presence first look twice immediately knew would renting qualm suppose expected dubbed aaargh not subtitled elsewise movie's original strange cool plot full a
5701,negative,positive,0.6286,76,think cheater need air end reality show care anyone say attack agree time like show spewing propaganda host cheater joey greco little bastard want think showing people camera effective unawares show disgusting also wiretapping following people cheater spy's illegal federal offense living police stat
5712,positive,negative,0.4139,1099,there's sign lost highway say major spoiler ahead already knew since there's great deal people apparently not get point movie like contribute interpretation plot make perfect sense others pointed one single viewing movie not sufficient dvd cheat looking david lynch's top hint unlocking upon second t
5715,negative,positive,0.758,100,seems like two film one dreary pretentious lengthy saga tor taken part play brilliant social comment middle aged divorce picked waitress shelley winter wonderful waitress another business side drop heavy hint need connection certificate massage desire get modelling game love glimpse seedy flat kitch
5717,positive,negative,0.3316,26,completely drawn story wonder perhaps sympathetic hurt character's plight respect boil really think glam reporter barbara walter devil maybe filmmaker telling unknowing supporter fluff news story
5760,positive,negative,0.0535,185,jack frost probably cheesiest movie ever seen life complete title film jack frost revenge mutant killer snowman horror movie fan taste campy story line delighted watch film straight video good reason here's acting atrocious terrible could cause one cry main character personality actor's bad acting m
5768,negative,positive,0.6928,180,read enjoyed many james lee burke's robicheaux mystery read 'in electric mist confederate dead' filmed tommy lee jones playing lead thrilled watching last night ending turning twenty minute left not wanting see people shot beaten get wrong mind blood gore love 'the untouchables' 'the godfather trilo
5778,positive,negative,0.4738,380,let start saying tourist trap better movie horror film come hollywood lately believe see darkness fall certainly better crappy direct video release like stab bleed pool one big problem film tourist trap never really found audience film opened given rating mpaa anyone know horror film know horror fil
5785,negative,positive,0.9625,62,show awesome enjoying thoroughly set alaska agree homosexual content tonight's show feel pushing hard bring new york alaska one thing new yorker struggling alaska wild try turn alaska town new york nice show dainty woman true alaska men bring sex couple mix throwing balance way alaska portrayed man 
5788,negative,positive,0.699,372,like latter day ayn rand bigelow major muy macho depiction film tough american hombre stuck iraq defusing roadside bomb set ruthless relentless child killing arab terrorist bigelow posit iraq war backdrop grand stage human drama one veteran bomb expert get blown another show replace dusty hot ugly r
5790,negative,positive,0.9071,75,known submitting would fled theater film dreadful literal sense word despite striking image intriguing locale subject matter might fascinating film dead unfamiliar period greek history prepared experience great film filmmakers's hand heavy not enough see train going must watch afar must watch car ca
5794,positive,negative,0.2903,56,remember seeing one seven eight must found character round left impression mind lasted long time end movie ending that's sad well year old kid opportunity seeing movie lately found plot simple character two dimensional guess kind movie innocence young child pity recommend one parent small kid saw or
5808,positive,negative,0.0452,239,largely considered decade horror decided fun sometimes definite brain behind evil dead night creep return living dead example movie mindless definite low rent charm perfect night beer friend movie like piece blood diner stacked rental shelf offering little intelligence craftsmanship plenty dumb ente
5809,negative,positive,0.6925,183,not long jeff jarrett left wwf good spoke night owen hart good friend generation wrestler jeff first remark literally pushed thru curtain lifeless friend body wheeled past debra mcmichael steve austin's wife well steve mondo mcmichael wife owen hart fell video promo ring darkened blue blazer owen ha
5834,negative,positive,0.642,62,considering pedigree far enjoyable film even lip smacking collection eccentric cast aficionado would not eagerly anticipate movie brings together lemmon lanchester kovacs gingold entire event dully paced drearily shot often not witless kim novak's gift not essentially comic went confirm kiss stupid 
5847,negative,positive,0.5844,97,snuff movie shocked even considered imdb library bill julia professional actor involved ashamed part sick flick thought going view somewhat classic horror film creative end writer like invent usually make sense writing horror film viewer try rationalize understand ending not creative sick earmark sn
5850,negative,positive,0.554,57,one lamest movie watched last month predictable plot line pretty bad acting mainly supporting character interview hugh laurie dvd actually rewarding film hugh laurie obviously put lot effort learning dance samba scope character required immerse kiddie end pool movie based appearance lovely girl grea
5851,positive,negative,0.4957,29,series short spoofing dumb show groove tube hit miss lot overall really like movie unfortunately couple segment totally boring really great clip make predecessor classic like kentucky fried movie
5865,positive,negative,0.1423,70,mirage rare horror chiller released new world video label desert based horror film group young friend partying weekend killed one one unknown force drive menacing black truck film creepy scene gore say acting lame even low budget standard film oddly addictive liked never fell asleep turned always go
5868,positive,negative,0.4228,63,first would like say edison chen extremely hot sam lee looking much better probably one original movie seen far show poverty lifestyle background cambodian cambodian edison aka pang go around killing people survive done throughout entire life sam lee's wai duty capture cambodian good ton violent act
5871,negative,positive,0.6436,67,renown writer mark redfield edgar allen poe try conquer old addiction start new life baltimore maryland magazine publisher however blackout delirium rejection threaten thwart effort would also like rekindle romance old sweetheart significantly flawed prospect thing turn redfield also directed dramat
5884,negative,positive,0.5621,146,four eyed monster follows relationship shy reclusive videographer equally estranged struggling artist living big apple develop unlikely romance help internet dating site not unusual method communication foregoing verbal take writing note later communicating video film based upon creator's arin cruml
5910,positive,negative,0.3834,66,spoiler nothing spoiler add name list folk feel viewer get one even mentioned word far seen agree kid died think specific committed suicide race slope old wagon shoot cliff fly away maybe whole account form death allegory maybe commit suicide wagon laid either case fly away c'mon not tough metaphor 
5914,negative,positive,0.8217,65,think would horrible saw proven wrong emily bergl superb job jason london sue snell used written meany dylan bruno rachel blanchard definitely stand out thing teen people claim wrong whatever friend use term swank lot driven car someone steer changed pretty much never game party house big light show
5927,positive,negative,0.4762,75,pretty intoxicated enjoy war seriously dedicated fan kind brainless action film enjoy war otherwise bother saw movie today nephew friend really loved made feel good movie kid nephew friend could not stop thanking taking theater good acting directing horrible storyline extremely simple since half aud
5937,negative,positive,0.9768,96,film deft camera work reminiscent martin scorcese oliver stone tight acting 'heat' explosive action jerry bruckheimer movie witty dialogue tarantino script epic feel say 'the godfather' judge reinhold character display fiery temperememt yet also show real emotional depth intensity performance remind
5950,negative,positive,0.5473,73,according milan kundera porcelain cat holding red rose denying crap well criminal guilty making series probably wanted show make total opposite porcelain cat holding red rose teenaged sleazoids beavis butthead enthusiastically place sun shine crappiness infects whole stoopid series mtv received lot 
5954,positive,negative,0.402,35,gregory peck give brilliant performance film last minute thereabouts great peck absolute joy watch cannot however said rest film not awful sure made good intention real reason honest see peck rest better reading old testament
5977,negative,positive,0.8387,151,chose movie looking triangle friendship girl two boy lived situation get lost hope similar story would inspire major concern triangle form triangle degenerate movie offer plain answer better open triangle three share thing together mine closed one every one know others never three together speak mis
5983,negative,positive,0.8922,137,black vengeance alternate title ying hung hon aka tragic hero seen vhs together first part story gong woo ching rich famous also poster still featured page dvd set movie starring rod perry black gestapo fred williamson black cobra richard lawson black fist fourth movie called black six strangely cha
5993,positive,negative,0.341,143,lot zorro film made decade shame one best probably one least seen zorro's fighting legion bit different zorro film first republic serial chapter time zorro not played top studio star like douglas fairbanks tyrone power antonio banderas instead workman like actor reed hadley hadley not cast strong pr
5995,positive,negative,0.3958,82,there's always people seem make point not like movie good instead choose like movie based depressing boring whether foreign country aside one crazy summer perfect example great american teen comedy joke good mix slapstick bobcat goldthwait surreal bobcat inspired direction steve holland dry john cus
5997,positive,negative,0.4026,68,first movie joan crawford clark gable made together would make several crawford star young rich girl who's father wiped stock market crash nothing left brother never worked brother william bakewell get job gable gangster bakewell think easy job get head pretty quick crawford becomes reporter newspap
6020,negative,positive,0.8784,222,watched receiving dvd christmas came pan reading comment heart clearly film worked well child certain age well let not complete grinch might still work child not medium saturated not become visually sophisticated watching lotr harry potter adult stay mile away not enjoy good bit barbara kellerman wi
6021,negative,positive,0.6201,122,priyadarshan paresh rawal combo golden like hera pheri hungama went movie indian multiplex high hope especially slick promos unfortunately like hulchul movie huge disappointment like others commented premise movie already stale begin get stretched without development additional layering want movie e
6063,positive,negative,0.2454,179,grew abbott costello movie dad grew last name abbott owe deo bit respect didnt realize flack movie others there get really clasic due funny cause abbott costello always character sooo funny like jack beanstalk even though love story totally boring one song prince sings omg awefull like angle took lo
6075,positive,negative,0.4275,136,first saw film year old called laupta flying island absolutely loved heartbroken repeated later missed enchanted story character haunting beautiful music would original english dubbed version saw sometimes erroneously referred streamline dub dub actually ghibli distributed streamline sadly unavailab
6088,positive,negative,0.0329,204,hilariously horrible made horror clinker deadly demonically possessed dessert cake still exceptionally awful yet undeniably amusing thus enjoyable cathode ray refuse reach breathtaking apex absolute unremitting silliness atrociousness that's quite tasty execrable downright awesome sort way richard c
6103,positive,negative,0.0386,57,film simply not remade one not bad film fails capture flavor terror film title liam neeson excellent always cast hold exception owen wilson not bring right feel character luke major fault version strayed far shirley jackson story attempt grandiose lost thrill earlier film trade snazzier special effe
6116,positive,negative,0.3906,91,remember pretty low regard venture like first released james not jim belushi hammy kid actress cheesy title john hughes formula paid see year ago got caught watching wasting away sunday afternoon hit couple level fairy tale part pretty woman part reverse pretty woman vulnerable elizabeth perkins mir
6130,positive,negative,0.0934,71,rohmer return historical drama real story grace elliot englishwoman stayed france apex french revolution one always suspected rohmer conservative knew red blooded reactionary put aside rohmer's unabashed defense monarchy not easy thing given instance french lower class portrayed hideous lout actuall
6158,negative,positive,0.5134,66,weak bobby pineapple salsa flay mario batali bring flay worst definitely one trick pony think could gotten american chef come table one iron chef kind dish duo come really reflect creativity original iron chef series think batali even went chef school actually lot great chef america wonder appear fo
6170,negative,positive,0.7982,137,attended college early simpler time except brief occurrence totally free influence illegal substance ever since never regretted tbte got hand best movie watch stoned odd dreamlike state creates strange not smoking anything sure would seem completely normal big doobie not recommending understand soot
6174,negative,positive,0.5626,30,movie rarely left cold one not bit tension not second fear not moment jump even little bit girl cute yeah that's worth movie knew supposed great movie least expecting one
6181,positive,negative,0.474,161,bit surprised see hate comment sure not best kid's show people stop despising barney much fifth grade okay everyone hate barney okay think voice song annoying okay kinda creepy strange fourteen year old know well enough here's thing kid love show little kiddie two three parent spent time chasing aro
6190,negative,positive,0.6286,88,movie prof can't judge movie awesome artwork dvd cover also go show learn movie buy get someone christmas beginning movie actually look somewhat promising well meet character pumpkin jack old guy street brings college ed book full witch's spell leaf annual haunted house movie take place drinking fig
6211,negative,positive,0.505,371,chicago couple dillon dougherty falsely accused killing daughter people begin wonder police investigate find suspicious evidence couple maligned public accused press cop speculate satanist ritually murdered daughter charged brought trial represented publicity seeking lawyer give bad advice bill evid
6214,positive,negative,0.239,71,know far say movie belongs 'aussie trash' pile fair say academy award nominee must considered actor film actually actor kid nothing better time many others offered role film turned surfing coast thing taken account really bad movie time respect really not unlike today's time peer pressure still aliv
6221,negative,positive,0.6489,98,give much credence aid conspiracy theory sociologically interesting see phenomenon dramatized early year aid epidemic suffering paranoia scared dying often generated dark fantasy especially true politically radical sexually extreme demi monde san francisco city renowned beauty rarely appeared uglier
6231,positive,negative,0.419,95,definitely needed little work season virus max logan ames white along ancient super cult season two however thing kept watching see max logan would ever get rid nasty virus infecting max good drama season two course like show there's something little wrong broadcasting company take air seriously hop
6236,negative,positive,0.5762,57,critic like movie break heart etc friend mine great expectation decided watch movie make short leave others write content movie try touch reach heart fails least friend everything happened happened screen always not thought time hmm something's happening screen screen not real movie succeeded much b
6238,positive,negative,0.1252,62,well not add diatribe that's 'preached' film add time even pretend 'historic' picture unlike 'braveheart' 'titanic' 'the patriot' credible serious historical amendment purely theatric effect possible worst excuse everyone taken sense humor bypass add paraphrase good captain macleane 'it looked fanta
6245,negative,positive,0.6935,80,anyone think great sport movie probably sport movie ever seen different aspect sport movie take whether professional college high school example sport movie liked seen many jim thorpe american right move given sunday eight men rocky among others movie little plain sport whether man ascent descent gr
6247,negative,positive,0.5913,99,pretty enthusiastic seeing movie came commercial made look quirky generally like morgan freeman chris rock combination two seemed like interesting idea sadly terribly disappointed nurse betty personally usually found graphic violence comedy well together director ever combined two successfully opini
6254,positive,negative,0.2689,91,opera filmed synchronization variety mass medium production start point opera initial appearance raven eye wizard synch start point third mgm lion roar dorothy's third knock tin man's chest orchard dorothy's third heel click synchs gone wind prince darkness synch start point music score start point 
6255,negative,positive,0.9611,55,although story good portrayal expected sam elliot dvd copy contained almost unbearable synchronization problem dialogue almost second behind lip movement throughout whole film would therefore careful purchasing dvd film without checking problem would also follow recommended censor classification par
6259,negative,positive,0.586,33,saw movie drive howard duck considered worst movie ever seen movie tried combine genus one comedy horror teenage angst hot rod must sired mother car maybe deserves second viewing see accurate reflection time
6265,negative,positive,0.6002,59,loved apprentice first two season season thing getting plain tiring used like show become donald trump ego fest granted company working come thing say fired insulting watching show would not want work not arrogant pompous show unrealistic way handle thing make squirm good entertainment yes tiring ba
6269,positive,negative,0.2717,59,lot similarity never say never thunderball not sean connery also story plot except actor like hijacking atomic bomb asking ransom trafficking nuke ship etc difference place occurrence thunder ball plot bahamas never say never north africa thunder ball nato raf load nuke plane never say never changed
6272,negative,positive,0.7191,151,see boris karloff bela lugosi star expect find well done horror movie actually quite different representing would describe early effort science fiction karloff lugosi play scientist rukh benet respectively competitor extent rukh win benet demonstration prof great theory science say least bit rough a
6282,negative,positive,0.5351,38,said negative aspect film hold true sit movie director director photography editor can't even miss darn microphone boom popping movie almost every chapter movie enjoy concentrate story well believe darn thing reminded technicality making movie wait dvd bother
6290,positive,negative,0.4895,70,first review saw page said madhur bhandarkar finally want say say something decisive beautiful thing page take side propaganda whatsoever film capture many angle issue know call issue yet like mediocre movie come solution intrigued realized movie ended almost scenario like started movie defines many
6291,positive,negative,0.354,64,saw accent underground release short film found film first boring old fashioned switched first hour little drunk tired went bed kidding nightmare film within half hour falling asleep stop thinking got switched back loaded dvd saw rest movie well done alex frayne sir managed implant film old cynical 
6298,positive,negative,0.4647,30,loved movie shocked disappointed never made theater every story better last much better much hyped scream series know last summer way better terrible urban legend recommend film every horror fan
6312,positive,negative,0.4633,68,know anthony kiedis singer red hot chili pepper father movie blackie dammit anthony's father noticed reading scar tissue anthony's autobiography saw picture father thought well guy kinda look like guy movie saw eighty read said father actor small role checking site comparing search net realized real
6328,positive,negative,0.4452,120,poor geeky marty simon scuddamore get horribly burned due cruel april fool's day stunt gone wrong flash forward decade involved including caroline monroe known horror fan turn maniac faceless last horror film prank psyched upcoming year high school reunion not aware court jester masked killer hiding
6335,positive,negative,0.4565,69,story extremely unique pilot saving earth alien being use special speed make everything around age rapidly whole series pilot dealing loss time friend mentor ending could fantastic started end total note leave real mark instead ended super happy disney note annoyed bad animation decent can't compare
6339,negative,positive,0.994,143,time classic comedy pretty good little movie watch catch rainy saturday morning not lot else going right harold lloyd play ezekiel cobb american coming home growing china dad missionary come home china find american wife plan return china continue father's work cobb unwittingly recruited run mayor c
6356,negative,positive,0.8021,87,always enjoy classic horror film however film really big waste time not john carradine playing mad man doctor able control human being experiment film made john carradine german nazi working find human weapon entire world bob steele playing many role cowboy gangster picture bob seemed bored death ro
6385,positive,negative,0.4047,58,saw movie back first started watching spinal tap minute ready fall asleep went instead see movie conspiracy theory's going around head want watch one question ask watching movie think government would capable opinion doubt could want give much information would spoiler think view movie let know stil
6394,negative,positive,0.7442,180,butter battle entertaining story two fictional city arm race also misguided allegory cold war arm race general yes children's book like many theodor seuss geisel's work hit people head moral moral exactly sure laudable encourage concentrate unites divide even good thing encourage international coope
6395,negative,positive,0.6242,40,watched dir henri verneuil sober drama well doctor get trouble carrying relationship younger woman family brings live well married another household searching happiness not clear bring reason unhappiness rather well displaying overbearing trait female wife's line well played predictable drama
6398,positive,negative,0.3589,66,nifty little episode played mainly laugh clever dollop suspense somehow martian snuck aboard broken bus way nowhere passenger talk illegal immigrant star supporting cast wild eyed jack elam hamming shamelessly sexy jean willes martian say let's open border cruel faced john hoyt obvious suspect along
6407,negative,positive,0.7696,150,cult personality elevated status roger corman sam arkoff lloyd kaufman etc king b's folk crown international key elevated status richly deserve film like van may seem like disposable piece drive esoteria sizable hit released not mention subsequent release double feature crown hit van perfect example
6423,positive,negative,0.1169,209,superbly trashy wondrously unpretentious exploitation hooray pre credit opening sequence somewhat give false impression dealing serious harrowing drama need not fear barely ten minute later neck nonsensical chainsaw battle rough fist fight lurid dialog gratuitous nudity ingrid two orphaned sibling u
6430,negative,positive,0.927,100,guess attracted film sound story leading actor gave chance director gregor jordan buffalo soldier basically ned kelly heath ledger set police especially superintendent francis hare geoffrey rush forced run forming gang clear family's name that's really say story paying fullest attention honest also 
6431,positive,negative,0.4258,63,probably greatest war film certainly one greatest film there's sentimentality patriotic agenda not even hopeful message universal brotherhood bleak glimpse call hell quiet rigor lack manipulation give film astounding power attempt make hero ichikawa's protagonist tamura either poor doomed sap trying
6443,negative,positive,0.5762,109,admit seen maybe five minute jerry springer consider snob really think watching what's show try elevate saw movie part social study event conducting told movie really little springer rather centered life would appear springer handled better movie might actually fascinating look pathetic people's lif
6474,negative,positive,0.801,32,although movie closed captioning far best ever seen time spelling terrible captioning sync use closed captioning even though hear well find lot actor mumble also many time sound track override dialogue thanks
6475,positive,negative,0.4348,130,hold barney drilling head every day well guess must reason first convinced kid not stupid kid know half year old son selects see what's nice disgusting see news think kid know reality maybe maybe not adult responsibility want kid teach film drug dealer news massacre middle east course kid must know 
6492,positive,negative,0.4972,95,could not agree less rating given movie believe sample short minded spectator world really forgetting cinema used kind art tycoon tried make entertainment movie not entertainment least not easy entertainment get movie like titanic gladiator style different shocking that's hated much not try pleasing
6509,positive,negative,0.267,138,look three geisha way past prime look back past fondness bemoan present kin played floating weeds' haruko sugimura sworn men made good living moneylender everyone block owes two nobu tamae wish could land husband not foolish enough believe ever meanwhile child one son one daughter get married not ta
6516,negative,positive,0.7262,59,prior comment way generous movie waste electricity plastic hand great deal fun giving friend watch describing beforehand beyond belief word express feel movie move expected friend took nondescript comment enthusiastic endorsement wrong sadistic pleasure foisting people well worth paid movie hand one
6525,positive,negative,0.3,60,shooter different type film michael dudikoff although normally associated action flick incorporate martial art film western enabled display far capable actor certain formula story line allowed major problem course film not allow solid character development fleshing really left viewer guess sadness m
6528,negative,positive,0.7088,74,not know blame miss leigh director performance catherine almost impossible watch ben chaplin hand superior job odds far concerned character entirely charming appealing certainly not shown greedy enough put leigh's character's silliness chaplin appears bemused cannot possibly understood leigh's shyne
6530,positive,negative,0.0143,277,read anne rice novel movie based know maybe reading book cheaper renting queen damned probably better health movie necessarily bad health book relaxing certainly exercise active part brain movie count number page anne rice read one hand seeing movie interview vampire get feeling writes really good n
6540,negative,positive,0.5328,63,old active back late apprehended november police baton invented yet cop movie carrying back would standard billy club not side handled sheeze gonna make movie research get right also make mention ed's usage body tanned skin made various article including lampshade belt several mask also large select
6544,negative,positive,0.6481,108,someone love baseball history especially early century cobb main figure along ton colorful character looking forward seeing baseball film well baseball film disappointing sportswriter's account cobb ballplayer's later year two collaborated book even could appealing movie made granted cobb anything n
6555,negative,positive,0.5477,500,office work especially era computer multi functional copy machine mail voice mail snail mail temp territory ripe satirical possibility vein previously tapped film clockwatchers' office space successfully latest addition temp humor pool however haiku tunnel directed josh kornbluth jacob kornbluth fai
6578,negative,positive,0.5699,35,move bad come however forced give scenery many great shot southwest including many monument valley one breathtaking place also starting john ford one filmed fact one scene kris girl filmed place called john ford point
6621,negative,positive,0.6594,72,first like point sam niel nowhere seen film what's movie without sam niel anyone see event horizon war potential movie dragon control lizard rocket launcher sound cool sadly nope sam niel good movie recommend taking dollar take rent war adding five buying sam niel film apparently submit ten line tex
6640,negative,positive,0.8251,90,rebecca mornay fascinating beautiful actress part given play cannot say something nice mornay portrays woman terrible trauma child father hardly stand grown become course brilliant shrink affair banderas suspect ouch original serial killer sometimes recall banderas's mother law tippi hedren's charac
6686,negative,positive,0.6193,85,tend like character driven film also think hope davis turn consistently good work high hope movie hope soon dashed main flaw movie direction lot scene daydream sequence movie make frequent use denis leary character alter ego campbell scott character work would worked better play movie problem plot w
6702,negative,positive,0.6726,88,action western james steart lead star cast scenic northwest filmed great splendor scenery costume great action adventure stewart play wealthy cattleman run afoul crooked government old nothwest main drawback stereotypical cynic hollywood always made hero even movie made cynic stereotypical hero one 
6710,positive,negative,0.3894,131,inexplicable reason jerry's movie often seemed come diatribe certain quarter although rarely box office disappointment one life's great mystery film always 'feel good' factor film not not bad exceedingly good clever comedy may tickled 'modern' crude cruel humour see film there's nothing like wasting
6729,positive,negative,0.1301,304,studio would use short film like one sort testing ground new actor given relative ease production comparison full length feature film interesting one star shirley temple long since established famous child star time probably one tested would imagine would frank coghlan played shirley's brother sonny
6731,positive,negative,0.44,49,surprised many people give move less star understand movie story growing difficult situation crazy grandmother really want best grandchild there's good reason many critic like movie reason understand movie feel sorry low score given people wish could write brief summary movie imdb requires write lin
6763,positive,negative,0.2448,75,forced see year old girl shown bonita granville nacy drew movie thoroughly enjoyed personally think humorous flick hand nauseating piece intelligence insulting fluff feared would inoffensive mildly entertaining movie although pleased try upgrade nancy century hipness veronica mar hold title modern n
6774,positive,negative,0.3134,57,may seem like overstatement not hard comprehend make musical short like beauty totally apparent everybody involved guess not many short made commercial reason luck may artistic value one exception one seems director vision clearly could appreciate music art anybody ever think shoot lester charlie pa
6790,negative,positive,0.5269,529,around late animator bluth frustrated output company disney churning defected mouse house form studio first production secret nimh brilliant feature still hold well day followed american tail land time made involvement steven spielberg commercially successful although none two film dark adult appeal
6794,positive,negative,0.3169,65,found flick enjoyable involving watch surprised rated lowly actually see imagine fan eric robert alyssa milano giving put tape machine expecting enjoy watching something starring either two could rather disappointed eric appears half hour towards end movie alyssa scene second half say little wear le
6831,negative,positive,0.7763,107,elderbush gilch big disappointment heared great important strike dim witted story line plus moronic sadistic native american character thurroughly offensive today's standard griffith's film depth intelegence one feel like formula baised programme picture loved seeing lillian gish mae marsh pre birth
6855,negative,positive,0.5151,115,john wayne albert dekker compete oil right indian territory attention martha scott republic picture film shot utah usa interesting western sort due character modern setting wayne dekker playing old new faction west based story thomson burtis writes script along eleanore griffin ethel hill albert rog
6867,positive,negative,0.3564,30,even like watching late night talk show found one really interesting imagine probably close truth feel like honest account mean anything kinda feel people somewhat watch nice movie saturday night
6873,positive,negative,0.158,72,found bit hard follow extent seemed dip middle tried make head tail fighting one problem cultural language one chinese taiwanese japanese problem know little simply reading english subtitle inevitably loose subtlety another problem seem many half explained twist coincidence nevertheless seems unlike
6878,positive,negative,0.4533,194,year ago watch australian film would expect see crocodile hunter story war drag queen kangaroo koala australian general represented nitwit living land saying word like cobber' generally classic underdog luckily australian film evolved last couple year churning modern day classics' blackrock moulin r
6898,positive,negative,0.3763,252,road movie killer board brian kessler david duchovny sophisticated urbane writer want conduct field research american serial killer neither nor girlfriend carrie michelle forbes money cross country tour murder site advertise someone share travel expense end young couple early grayce brad pitt girlfr
6914,negative,positive,0.8021,70,performance fishbourne appears strangely funny somehow short featured harris remarkable unlike connery's appear find sense role end motorial behaviour old man fact screenplay make sense imagine min happy ending plot plus sudden turn appendix without argumental structure respect character accident sc
6928,negative,positive,0.5243,28,child age allowed see film rest take book player take nice nap endure experience event best summed blown movie distributed theater child want see film like amused movie
6942,negative,positive,0.8982,60,despite huge fan fred astaire ginger rogers' movie year ago first saw 'follow fleet' knew song old astaire rogers record yes vinyl knew nothing plot unfortunately song catchy ginger rogers' character sweet funny can't like 'bake baker' trying make longtime partner continually sabotage career charact
6943,positive,negative,0.4261,59,taped sundance idea miike film thought another kung movie saw thing like dancing sax player sounded like oriental gato barbieri knew miike missed beginning opening credit wait till end closing credit see miike's credit far disappointed yet audition city lost soul ichi killer happiness katakuries goo
6950,positive,negative,0.3446,75,not movie would typically watch morning got stop shia labeouf demonstrated not young actor could handle demanding role fact handed role last two year testament ability really movie sure others involved pale comparison role time gold reserved privileged victory opened mass much way tiger wood opened 
6988,positive,negative,0.4443,113,reviewed perry croft sitcom thought would get done dad army time favourite sitcom ain't half hot mum also classic rang m'lord regard classic still funny holiday camp similar butlins instead red coat yellow coat ran jeffery fairbrother well meaning man personality sock staff include fun entertainment
6991,negative,positive,0.8821,231,chaplin great silent comedian many silent era star fell public heard voice first talkie opinion chaplin's voice simply not fit silent character made rich famous career never recovered sound came film contrary review read chaplin's lifestyle politics not help popularity average viewer expected entert
7018,negative,positive,0.9324,59,awful make good movie called air starring frankie darrow mantan moreland marjorie reynolds able get minute turning almost line identical idea would movie totally disagree previous post dislike song also original singing first rate not sure marjorie reynolds actually singing hard tell since vocal usu
7041,positive,negative,0.4139,115,one day red alley cat fed kicked people attacked dog mus life would better skunk paint black white stripe back add bit limburger cheese make stink first life better dog flees butcher abandon shop letting cat walk pile meat thinking everything perfect noticed real skunk not skunk overly amorous pep p
7058,positive,negative,0.0185,91,read terrible thing film prepared worst confusing muddled horribly structured may merit accusation film nowhere near horrific average dvd programmer fact actually aspiration attempted something beyond typical monster slasher nonsense god interesting thing going barbeau miracle behold carry film squa
7063,positive,negative,0.2248,54,hysterically painful perhaps kind movie chekhov would made made movie what's really funny two cousin much common many description relationship site dead wrong what's really funny uncomfortable character can't bring talk anyone else horrible ever shy worried self involved plain scared talk someone de
7070,negative,positive,0.8316,58,classic case something never gloria single mother husband left live commune mad reagan elected wanted turn back society right problem series come say noble michael stivic countered archie bunker's right winged philosophy series went pizazz whatever momentum sally struthers gained family long gone ma
7077,negative,positive,0.9087,165,read several good review defended critised various aspect film one thing see annoyance megan idealistic political scientist trying change world loved character maybe year old political science student think going change world relate megan besides cute super model cute girl next door cried screamed l
7078,positive,negative,0.0144,62,fantasy movie kid based boggy creek legend although know called return boggy creek sequel movie nothing documentary fantasy kiddie fare dawn well star mother child get lost swamp around boggy creek men monster come aid yes silly plot corny kind movie perfect group targeted harmless rated kiddie fare
7104,negative,positive,0.7001,78,expecting documentary covering era sci received big ol' commercial laced leftist political innuendo james cameron movie mogul baby boomer's pushing work 'watch skies' past referred 'giant bug' 'space exploration' movie including favorite earth flying saucer thing another world forbidden planet well 
7108,negative,positive,0.5438,57,except appearance talented austin power impersonator richard halpern pic run mill movie spoof dated movie reference not help audience may come across endeavor future watch groovy austin power hot tub hoot half poor special effect overcome appearance numerous starlet skimpy outfit least keep one ente
7119,negative,positive,0.6119,112,rented came video cassette rewatching idea changed much adult still adult lol illogical element mentioned reviewer bother documentary fantasy story animal talk care much song liked one end picture sang barry manilow another person people seem make excuse primitive animation saying cgi used often ani
7126,positive,negative,0.3172,48,spoiler sure think movie not much kid film definately watched parent includes death dying surprised bit entertained bit disappointed minute time even less without credit trailer get think rodent main creature ala torture right end movie two gripe docked movie star recommend movie even sequel quality
7131,positive,negative,0.4486,86,movie funny bit gore two grave robber going business usual discover different client serve change direction corps collect movie told younger two explaining business priest sent beheaded partner already beheaded priest required take last confession take form story animation thrown give tale crypt fee
7132,positive,negative,0.3559,171,probably year since saw uzak left strong memory two main character jaded photographer mahmut naive cousin village yusuf long film little dialogue quite limited plot evidently annoyed fair viewer film construct painfully believable portrait mahmut yusuf there's much emotional tension paciest thriller
7142,negative,positive,0.8853,57,chilling gory tale couple inheriting room italian castle still grieving loss young son couple marriage seems rock due car accident took life son left daughter blind upon taking inventory castle future sale hideous tortured misshapen creature break lose bowel century castle pretty gory great horror a
7152,positive,negative,0.0533,204,house dracula work basic premise house frankenstein year namely universal's three famous monster dracula frankenstein's monster wolf man appearing movie together naturally film rather messy therefore fact three monster usually enough ensure film's sixty seven minute become boring obvious idea making
7160,positive,negative,0.0769,234,year seen lot preposterous thing done writer show matter keeping simple rule going john ritter died come mind probably first time cared idea show without eric lesser extent kelso ridiculous tried cover comeback leo increasingly outrageous story line always felt like bother main character anymore rea
